participantId,sessionStart,sessionEnd,timestamp,type,targetTag,targetId,targetClass,x,y,key
User_1781526194001_241,1781526194001,1781526746777,1781526340900,click,INPUT,input-pai,form-control,812,421,
User_1781526194001_241,1781526194001,1781526746777,1781526341696,keydown,INPUT,input-pai,form-control,,, 
User_1781526194001_241,1781526194001,1781526746777,1781526343215,click,BUTTON,btn-entrar-auth,btn-accent,1068,525,
User_1781526194001_241,1781526194001,1781526746777,1781526345565,click,INPUT,input-mae,form-control,433,458,
User_1781526194001_241,1781526194001,1781526746777,1781526349007,keydown,INPUT,input-mae,form-control,,,ArrowLeft
User_1781526194001_241,1781526194001,1781526746777,1781526349375,keydown,INPUT,input-mae,form-control,,,ArrowLeft
User_1781526194001_241,1781526194001,1781526746777,1781526349876,keydown,INPUT,input-mae,form-control,,,ArrowLeft
User_1781526194001_241,1781526194001,1781526746777,1781526349908,keydown,INPUT,input-mae,form-control,,,ArrowLeft
User_1781526194001_241,1781526194001,1781526746777,1781526349939,keydown,INPUT,input-mae,form-control,,,ArrowLeft
User_1781526194001_241,1781526194001,1781526746777,1781526349971,keydown,INPUT,input-mae,form-control,,,ArrowLeft
User_1781526194001_241,1781526194001,1781526746777,1781526350003,keydown,INPUT,input-mae,form-control,,,ArrowLeft
User_1781526194001_241,1781526194001,1781526746777,1781526350366,keydown,INPUT,input-mae,form-control,,,ArrowLeft
User_1781526194001_241,1781526194001,1781526746777,1781526351045,keydown,INPUT,input-mae,form-control,,,ArrowRight
User_1781526194001_241,1781526194001,1781526746777,1781526351215,keydown,INPUT,input-mae,form-control,,,ArrowRight
User_1781526194001_241,1781526194001,1781526746777,1781526351944,keydown,INPUT,input-mae,form-control,,,Backspace
User_1781526194001_241,1781526194001,1781526746777,1781526352154,keydown,INPUT,input-mae,form-control,,,A
User_1781526194001_241,1781526194001,1781526746777,1781526353628,click,BUTTON,btn-entrar-auth,btn-accent,1093,529,
User_1781526194001_241,1781526194001,1781526746777,1781526382092,click,I,,fas fa-sign-out-alt,1177,123,
User_1781526194001_241,1781526194001,1781526746777,1781526382272,click,I,,fas fa-sign-out-alt,1177,123,
User_1781526194001_241,1781526194001,1781526746777,1781526396436,click,INPUT,file-selfie,hidden-file,0,0,
User_1781526194001_241,1781526194001,1781526746777,1781526396436,click,BUTTON,,btn-anexo,1115,490,
User_1781526194001_241,1781526194001,1781526746777,1781526405997,click,BUTTON,,btn-anexo btn-camera,1126,510,
User_1781526194001_241,1781526194001,1781526746777,1781526412641,click,INPUT,file-selfie,hidden-file,0,0,
User_1781526194001_241,1781526194001,1781526746777,1781526412642,click,BUTTON,,btn-anexo,1088,374,
User_1781526194001_241,1781526194001,1781526746777,1781526426449,click,INPUT,file-documento,hidden-file,0,0,
User_1781526194001_241,1781526194001,1781526746777,1781526426449,click,BUTTON,,btn-anexo,1086,397,
User_1781526194001_241,1781526194001,1781526746777,1781526431350,click,BUTTON,btn-proximo-1,btn-accent,1121,393,
User_1781526194001_241,1781526194001,1781526746777,1781526560750,click,TD,,,424,301,
User_1781526194001_241,1781526194001,1781526746777,1781526561645,click,TD,,,336,307,
User_1781526194001_241,1781526194001,1781526746777,1781526562631,click,INPUT,,,326,318,
User_1781526194001_241,1781526194001,1781526746777,1781526565788,click,BUTTON,btn-proximo-2,btn-accent,1083,387,
User_1781526194001_241,1781526194001,1781526746777,1781526580029,click,SELECT,select-instrucao,form-control,750,199,
User_1781526194001_241,1781526194001,1781526746777,1781526581581,click,INPUT,input-profissao,form-control,692,214,
User_1781526194001_241,1781526194001,1781526746777,1781526581762,click,INPUT,input-profissao,form-control,692,214,
User_1781526194001_241,1781526194001,1781526746777,1781526584290,keydown,INPUT,input-profissao,form-control,,,E
User_1781526194001_241,1781526194001,1781526746777,1781526584440,keydown,INPUT,input-profissao,form-control,,,S
User_1781526194001_241,1781526194001,1781526746777,1781526585400,keydown,INPUT,input-profissao,form-control,,,T
User_1781526194001_241,1781526194001,1781526746777,1781526585714,keydown,INPUT,input-profissao,form-control,,,U
User_1781526194001_241,1781526194001,1781526746777,1781526586068,keydown,INPUT,input-profissao,form-control,,,D
User_1781526194001_241,1781526194001,1781526746777,1781526586327,keydown,INPUT,input-profissao,form-control,,,A
User_1781526194001_241,1781526194001,1781526746777,1781526586764,keydown,INPUT,input-profissao,form-control,,,N
User_1781526194001_241,1781526194001,1781526746777,1781526587176,keydown,INPUT,input-profissao,form-control,,,T
User_1781526194001_241,1781526194001,1781526746777,1781526587404,keydown,INPUT,input-profissao,form-control,,,E
User_1781526194001_241,1781526194001,1781526746777,1781526591616,click,BUTTON,btn-proximo-3,btn-accent,1150,390,
User_1781526194001_241,1781526194001,1781526746777,1781526596858,click,INPUT,input-telefone,form-control,634,428,
User_1781526194001_241,1781526194001,1781526746777,1781526597446,keydown,INPUT,input-telefone,form-control,,,5
User_1781526194001_241,1781526194001,1781526746777,1781526598744,click,INPUT,input-email,form-control,902,420,
User_1781526194001_241,1781526194001,1781526746777,1781526603648,click,BUTTON,btn-enviar-4,btn-accent,1092,489,
User_1781526194001_241,1781526194001,1781526746777,1781526604309,click,INPUT,input-email,form-control,882,408,
User_1781526194001_241,1781526194001,1781526746777,1781526605782,keydown,INPUT,input-email,form-control,,,T
User_1781526194001_241,1781526194001,1781526746777,1781526605877,keydown,INPUT,input-email,form-control,,,E
User_1781526194001_241,1781526194001,1781526746777,1781526606060,keydown,INPUT,input-email,form-control,,,S
User_1781526194001_241,1781526194001,1781526746777,1781526606114,keydown,INPUT,input-email,form-control,,,T
User_1781526194001_241,1781526194001,1781526746777,1781526606584,keydown,INPUT,input-email,form-control,,,2
User_1781526194001_241,1781526194001,1781526746777,1781526607276,keydown,INPUT,input-email,form-control,,,Backspace
User_1781526194001_241,1781526194001,1781526746777,1781526607554,keydown,INPUT,input-email,form-control,,,Shift
User_1781526194001_241,1781526194001,1781526746777,1781526607669,keydown,INPUT,input-email,form-control,,,@
User_1781526194001_241,1781526194001,1781526746777,1781526608569,keydown,INPUT,input-email,form-control,,,G
User_1781526194001_241,1781526194001,1781526746777,1781526608844,keydown,INPUT,input-email,form-control,,,M
User_1781526194001_241,1781526194001,1781526746777,1781526608940,keydown,INPUT,input-email,form-control,,,A
User_1781526194001_241,1781526194001,1781526746777,1781526609076,keydown,INPUT,input-email,form-control,,,I
User_1781526194001_241,1781526194001,1781526746777,1781526609250,keydown,INPUT,input-email,form-control,,,L
User_1781526194001_241,1781526194001,1781526746777,1781526609627,keydown,INPUT,input-email,form-control,,,.
User_1781526194001_241,1781526194001,1781526746777,1781526609945,keydown,INPUT,input-email,form-control,,,C
User_1781526194001_241,1781526194001,1781526746777,1781526610027,keydown,INPUT,input-email,form-control,,,O
User_1781526194001_241,1781526194001,1781526746777,1781526610229,keydown,INPUT,input-email,form-control,,,M
User_1781526194001_241,1781526194001,1781526746777,1781526611913,click,BUTTON,btn-enviar-4,btn-accent,1098,514,
User_1781526194001_241,1781526194001,1781526746777,1781526635220,click,I,,fas fa-info-circle,552,353,
User_1781526194001_241,1781526194001,1781526746777,1781526636032,click,BUTTON,btn-confirmar-final,btn-accent,873,484,
