participantId,sessionStart,sessionEnd,timestamp,type,targetTag,targetId,targetClass,x,y,key
User_1781531758929_426,1781531758929,1781532118946,1781531903642,keydown,INPUT,input-nascimento,form-control,,,Backspace
User_1781531758929_426,1781531758929,1781532118946,1781531904315,keydown,INPUT,input-nascimento,form-control,,,4
User_1781531758929_426,1781531758929,1781532118946,1781531905570,click,INPUT,input-mae,form-control,679,366,
User_1781531758929_426,1781531758929,1781532118946,1781531906336,click,DIV,,auth-body,732,329,
User_1781531758929_426,1781531758929,1781532118946,1781531907785,click,SELECT,select-filiacao,form-control select-verde,386,288,
User_1781531758929_426,1781531758929,1781532118946,1781531909879,click,SELECT,select-filiacao,form-control select-verde,386,288,
User_1781531758929_426,1781531758929,1781532118946,1781531911391,click,INPUT,input-mae,form-control,671,371,
User_1781531758929_426,1781531758929,1781532118946,1781531913769,keydown,INPUT,input-mae,form-control,,,Shift
User_1781531758929_426,1781531758929,1781532118946,1781531913951,keydown,INPUT,input-mae,form-control,,,M
User_1781531758929_426,1781531758929,1781532118946,1781531915244,keydown,INPUT,input-mae,form-control,,,a
User_1781531758929_426,1781531758929,1781532118946,1781531916137,keydown,INPUT,input-mae,form-control,,,r
User_1781531758929_426,1781531758929,1781532118946,1781531916564,keydown,INPUT,input-mae,form-control,,,Backspace
User_1781531758929_426,1781531758929,1781532118946,1781531916742,keydown,INPUT,input-mae,form-control,,,Backspace
User_1781531758929_426,1781531758929,1781532118946,1781531916889,keydown,INPUT,input-mae,form-control,,,Backspace
User_1781531758929_426,1781531758929,1781532118946,1781531917043,keydown,INPUT,input-mae,form-control,,,Backspace
User_1781531758929_426,1781531758929,1781532118946,1781531917596,keydown,INPUT,input-mae,form-control,,,m
User_1781531758929_426,1781531758929,1781532118946,1781531917691,keydown,INPUT,input-mae,form-control,,,a
User_1781531758929_426,1781531758929,1781532118946,1781531917993,keydown,INPUT,input-mae,form-control,,,r
User_1781531758929_426,1781531758929,1781532118946,1781531918144,keydown,INPUT,input-mae,form-control,,,i
User_1781531758929_426,1781531758929,1781532118946,1781531918233,keydown,INPUT,input-mae,form-control,,,a
User_1781531758929_426,1781531758929,1781532118946,1781531918447,keydown,INPUT,input-mae,form-control,,, 
User_1781531758929_426,1781531758929,1781532118946,1781531919537,keydown,INPUT,input-mae,form-control,,,s
User_1781531758929_426,1781531758929,1781532118946,1781531920572,keydown,INPUT,input-mae,form-control,,,i
User_1781531758929_426,1781531758929,1781532118946,1781531920746,keydown,INPUT,input-mae,form-control,,,l
User_1781531758929_426,1781531758929,1781532118946,1781531921834,keydown,INPUT,input-mae,form-control,,,v
User_1781531758929_426,1781531758929,1781532118946,1781531921943,keydown,INPUT,input-mae,form-control,,,a
User_1781531758929_426,1781531758929,1781532118946,1781531923188,click,INPUT,input-pai,form-control,837,380,
User_1781531758929_426,1781531758929,1781532118946,1781531923787,keydown,INPUT,input-pai,form-control,,,a
User_1781531758929_426,1781531758929,1781532118946,1781531924361,keydown,INPUT,input-pai,form-control,,,Backspace
User_1781531758929_426,1781531758929,1781532118946,1781531925114,keydown,INPUT,input-pai,form-control,,,m
User_1781531758929_426,1781531758929,1781532118946,1781531925227,keydown,INPUT,input-pai,form-control,,,a
User_1781531758929_426,1781531758929,1781532118946,1781531926093,keydown,INPUT,input-pai,form-control,,,r
User_1781531758929_426,1781531758929,1781532118946,1781531926742,keydown,INPUT,input-pai,form-control,,,i
User_1781531758929_426,1781531758929,1781532118946,1781531926864,keydown,INPUT,input-pai,form-control,,,o
User_1781531758929_426,1781531758929,1781532118946,1781531927342,keydown,INPUT,input-pai,form-control,,, 
User_1781531758929_426,1781531758929,1781532118946,1781531927603,keydown,INPUT,input-pai,form-control,,,s
User_1781531758929_426,1781531758929,1781532118946,1781531927965,keydown,INPUT,input-pai,form-control,,,i
User_1781531758929_426,1781531758929,1781532118946,1781531928547,keydown,INPUT,input-pai,form-control,,,v
User_1781531758929_426,1781531758929,1781532118946,1781531928618,keydown,INPUT,input-pai,form-control,,,a
User_1781531758929_426,1781531758929,1781532118946,1781531930076,click,BUTTON,btn-entrar-auth,btn-accent,1035,451,
User_1781531758929_426,1781531758929,1781532118946,1781531931675,click,INPUT,input-mae,form-control,563,452,
User_1781531758929_426,1781531758929,1781532118946,1781531932518,click,INPUT,input-mae,form-control,409,444,
User_1781531758929_426,1781531758929,1781532118946,1781531935437,keydown,INPUT,input-mae,form-control,,,Backspace
User_1781531758929_426,1781531758929,1781532118946,1781531935722,keydown,INPUT,input-mae,form-control,,,CapsLock
User_1781531758929_426,1781531758929,1781532118946,1781531936765,keydown,INPUT,input-mae,form-control,,,M
User_1781531758929_426,1781531758929,1781532118946,1781531936928,keydown,INPUT,input-mae,form-control,,,A
User_1781531758929_426,1781531758929,1781532118946,1781531937747,keydown,INPUT,input-mae,form-control,,,R
User_1781531758929_426,1781531758929,1781532118946,1781531937904,keydown,INPUT,input-mae,form-control,,,I
User_1781531758929_426,1781531758929,1781532118946,1781531938158,keydown,INPUT,input-mae,form-control,,,A
User_1781531758929_426,1781531758929,1781532118946,1781531938417,keydown,INPUT,input-mae,form-control,,, 
User_1781531758929_426,1781531758929,1781532118946,1781531938640,keydown,INPUT,input-mae,form-control,,,S
User_1781531758929_426,1781531758929,1781532118946,1781531939013,keydown,INPUT,input-mae,form-control,,,I
User_1781531758929_426,1781531758929,1781532118946,1781531939228,keydown,INPUT,input-mae,form-control,,,L
User_1781531758929_426,1781531758929,1781532118946,1781531939657,keydown,INPUT,input-mae,form-control,,,V
User_1781531758929_426,1781531758929,1781532118946,1781531939739,keydown,INPUT,input-mae,form-control,,,A
User_1781531758929_426,1781531758929,1781532118946,1781531941074,click,INPUT,input-pai,form-control,825,434,
User_1781531758929_426,1781531758929,1781532118946,1781531941254,click,INPUT,input-pai,form-control,825,434,
User_1781531758929_426,1781531758929,1781532118946,1781531941859,click,INPUT,input-pai,form-control,825,434,
User_1781531758929_426,1781531758929,1781532118946,1781531942446,click,INPUT,input-pai,form-control,853,450,
User_1781531758929_426,1781531758929,1781532118946,1781531942626,click,INPUT,input-pai,form-control,853,450,
User_1781531758929_426,1781531758929,1781532118946,1781531943069,click,INPUT,input-pai,form-control,853,450,
User_1781531758929_426,1781531758929,1781532118946,1781531943830,keydown,INPUT,input-pai,form-control,,,M
User_1781531758929_426,1781531758929,1781532118946,1781531943978,keydown,INPUT,input-pai,form-control,,,A
User_1781531758929_426,1781531758929,1781532118946,1781531944279,keydown,INPUT,input-pai,form-control,,,R
User_1781531758929_426,1781531758929,1781532118946,1781531944661,keydown,INPUT,input-pai,form-control,,,I
User_1781531758929_426,1781531758929,1781532118946,1781531944781,keydown,INPUT,input-pai,form-control,,,O
User_1781531758929_426,1781531758929,1781532118946,1781531945500,keydown,INPUT,input-pai,form-control,,, 
User_1781531758929_426,1781531758929,1781532118946,1781531945711,keydown,INPUT,input-pai,form-control,,,S
User_1781531758929_426,1781531758929,1781532118946,1781531945991,keydown,INPUT,input-pai,form-control,,,I
User_1781531758929_426,1781531758929,1781532118946,1781531946182,keydown,INPUT,input-pai,form-control,,,L
User_1781531758929_426,1781531758929,1781532118946,1781531946575,keydown,INPUT,input-pai,form-control,,,V
User_1781531758929_426,1781531758929,1781532118946,1781531946669,keydown,INPUT,input-pai,form-control,,,A
User_1781531758929_426,1781531758929,1781532118946,1781531948378,click,BUTTON,btn-entrar-auth,btn-accent,1048,522,
User_1781531758929_426,1781531758929,1781532118946,1781532094606,click,I,,fas fa-sign-out-alt,1178,103,
User_1781531758929_426,1781531758929,1781532118946,1781532096082,click,A,,,695,99,
User_1781531758929_426,1781531758929,1781532118946,1781532098009,click,A,,,718,130,
User_1781531758929_426,1781531758929,1781532118946,1781532098571,click,A,,,718,130,
User_1781531758929_426,1781531758929,1781532118946,1781532100396,click,BUTTON,btn-cancelar-1,btn-outline,996,385,
User_1781531758929_426,1781531758929,1781532118946,1781532104523,click,LI,card-trocar-local,active-link,675,291,
User_1781531758929_426,1781531758929,1781532118946,1781532105695,click,BUTTON,btn-continuar-tipo,btn-continuar-tipo,754,453,
User_1781531758929_426,1781531758929,1781532118946,1781532107335,click,INPUT,input-mae,form-control,674,370,
User_1781531758929_426,1781531758929,1781532118946,1781532107799,keydown,INPUT,input-mae,form-control,,,Backspace
User_1781531758929_426,1781531758929,1781532118946,1781532108299,keydown,INPUT,input-mae,form-control,,,Backspace
User_1781531758929_426,1781531758929,1781532118946,1781532108331,keydown,INPUT,input-mae,form-control,,,Backspace
User_1781531758929_426,1781531758929,1781532118946,1781532108363,keydown,INPUT,input-mae,form-control,,,Backspace
User_1781531758929_426,1781531758929,1781532118946,1781532108394,keydown,INPUT,input-mae,form-control,,,Backspace
User_1781531758929_426,1781531758929,1781532118946,1781532108426,keydown,INPUT,input-mae,form-control,,,Backspace
User_1781531758929_426,1781531758929,1781532118946,1781532108457,keydown,INPUT,input-mae,form-control,,,Backspace
User_1781531758929_426,1781531758929,1781532118946,1781532108488,keydown,INPUT,input-mae,form-control,,,Backspace
User_1781531758929_426,1781531758929,1781532118946,1781532108521,keydown,INPUT,input-mae,form-control,,,Backspace
User_1781531758929_426,1781531758929,1781532118946,1781532108554,keydown,INPUT,input-mae,form-control,,,Backspace
User_1781531758929_426,1781531758929,1781532118946,1781532108586,keydown,INPUT,input-mae,form-control,,,Backspace
User_1781531758929_426,1781531758929,1781532118946,1781532108617,keydown,INPUT,input-mae,form-control,,,Backspace
User_1781531758929_426,1781531758929,1781532118946,1781532108649,keydown,INPUT,input-mae,form-control,,,Backspace
User_1781531758929_426,1781531758929,1781532118946,1781532108680,keydown,INPUT,input-mae,form-control,,,Backspace
User_1781531758929_426,1781531758929,1781532118946,1781532108711,keydown,INPUT,input-mae,form-control,,,Backspace
User_1781531758929_426,1781531758929,1781532118946,1781532108742,keydown,INPUT,input-mae,form-control,,,Backspace
User_1781531758929_426,1781531758929,1781532118946,1781532109159,keydown,INPUT,input-mae,form-control,,,m
User_1781531758929_426,1781531758929,1781532118946,1781532109280,keydown,INPUT,input-mae,form-control,,,a
User_1781531758929_426,1781531758929,1781532118946,1781532109894,keydown,INPUT,input-mae,form-control,,,Backspace
User_1781531758929_426,1781531758929,1781532118946,1781532110049,keydown,INPUT,input-mae,form-control,,,Backspace
User_1781531758929_426,1781531758929,1781532118946,1781532110196,keydown,INPUT,input-mae,form-control,,,Backspace
