participantId,sessionStart,sessionEnd,timestamp,type,targetTag,targetId,targetClass,x,y,key
User_1781526746900_377,1781526746900,1781526791738,1781526749795,click,LI,card-trocar-local,active-link,706,287,
User_1781526746900_377,1781526746900,1781526791738,1781526769207,click,DIV,,tipo-opcao selected,706,287,
User_1781526746900_377,1781526746900,1781526791738,1781526770186,click,DIV,,tipo-opcao selected,755,268,
User_1781526746900_377,1781526746900,1781526791738,1781526771078,click,DIV,,tipo-opcoes,752,308,
User_1781526746900_377,1781526746900,1781526791738,1781526771545,click,DIV,opcao-local,tipo-opcao selected,752,308,
User_1781526746900_377,1781526746900,1781526791738,1781526772731,click,DIV,,tipo-opcoes,790,237,
User_1781526746900_377,1781526746900,1781526791738,1781526773100,click,DIV,,tipo-opcao,790,237,
User_1781526746900_377,1781526746900,1781526791738,1781526773903,click,DIV,,tipo-opcao,686,259,
User_1781526746900_377,1781526746900,1781526791738,1781526774842,click,BUTTON,btn-continuar-tipo,btn-continuar-tipo,711,425,
User_1781526746900_377,1781526746900,1781526791738,1781526785201,click,BUTTON,btn-etitulo,btn-etitulo,664,409,
